,PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
15,DF2,JARDINS,x,x,2022,Jan,28,Fri,16,39,47
16,DF2,JARDINS,x,x,2022,Jan,28,Fri,16,55,11
17,GE,PASSAGEM,x,x,2022,Jan,28,Fri,18,42,59
18,DF2,TRABALHO ESCRAVO,ARTE,KLB,2022,Jan,28,Fri,18,8,0
19,DF2,TRABALHO,ARTE,x,2022,Jan,28,Fri,17,55,52
20,GE,CARIOCA E PAULISTA,ARTE,x,2022,Jan,28,Fri,10,26,5
21,GNEWS,DOC ED 18,x,x,2022,Jan,28,Fri,17,17,41
22,GNEWS,DOC ED 18,x,x,2022,Jan,28,Fri,19,12,4
23,GNEWS,INQUERITO,x,x,2022,Jan,28,Fri,21,2,4
24,GNEWS,INQUERITO,x,x,2022,Jan,28,Fri,21,2,30
25,GNEWS,JOGO ELEITORAL,TELA,x,2022,Jan,28,Fri,22,32,44
26,GNEWS,JOGO ELEITORAL,TELA,x,2022,Jan,28,Fri,21,45,20
27,GNEWS,JOGO ELEITORAL,TELA,x,2022,Jan,28,Fri,21,57,12
28,J10,FOTO,FOTO,x,2022,Jan,28,Fri,20,42,16
29,JG,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,23,19,14
30,JG,POLLYANNA ALVES - JUIZA,x,x,2022,Jan,28,Fri,21,46,20
31,JH,ARQUIVA TRIPLEX,DESTAQUE,x,2022,Jan,28,Fri,12,14,44
32,JH,ARQUIVA TRIPLEX,DESTAQUE,x,2022,Jan,28,Fri,12,20,47
33,JH,DESTAQUE ECA,DESTAQUE,x,2022,Jan,28,Fri,13,33,22
34,JH,LINHAS DE TRANSMISSAO,x,KMB,2022,Jan,28,Fri,7,3,45
35,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,12,45,50
36,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,12,46,27
37,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,12,22,58
38,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,12,26,10
39,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,13,32,29
40,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,13,38,14
41,JH,MEDIDAS ANTIVACINAS,DESTAQUE,KMB,2022,Jan,28,Fri,13,31,2
42,JH,MEDIDAS ANTIVACINAS,DESTAQUE,KMB,2022,Jan,28,Fri,13,33,16
43,JH,MEDIDAS ANTIVACINAS,DESTAQUE,KMB,2022,Jan,28,Fri,13,26,42
44,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,12,41,50
45,JH,MEDIDAS ANTIVACINAS,PASSEIO,x,2022,Jan,28,Fri,12,24,24
46,JH,MEDIDAS ANTIVACINAS,PASSEIO,x,2022,Jan,28,Fri,12,27,15
47,JH,MEDIDAS ANTIVACINAS,x,x,2022,Jan,28,Fri,12,34,4
48,JH,MEDIDAS ANTIVACINAS,x,x,2022,Jan,28,Fri,12,37,16
49,JH,MEDIDAS ANTIVACINAS,DESTAQUE,x,2022,Jan,28,Fri,13,39,21
50,JN,ANTIVACINA ARTE REDE,ARTE,x,2022,Jan,28,Fri,20,13,47
51,JN,AUTOTESTE,ARTE,x,2022,Jan,28,Fri,18,30,31
52,JN,AUTOTESTE,ARTE,x,2022,Jan,28,Fri,18,44,41
53,JN,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,18,3,21
54,JN,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,18,3,26
55,JN,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,18,53,15
56,JN,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,18,3,32
57,JN,DESTAQUE DECISAO AGRAVO,DESTAQUE,x,2022,Jan,28,Fri,18,3,37
58,JN,DESTAQUE INQUERITO,DESTAQUE,GVB,2022,Jan,28,Fri,19,58,7
59,JN,DESTAQUE INQUERITO,DESTAQUE,GVB,2022,Jan,28,Fri,20,8,31
60,JN,DESTAQUE INQUERITO,DESTAQUE,GVB,2022,Jan,28,Fri,19,58,32
61,JN,DESTAQUE,DESTAQUE,x,2022,Jan,28,Fri,20,5,18
62,JN,FOTO,FOTO,PHB,2022,Jan,28,Fri,17,33,19
63,JN,MOVIMENTO ANTIVACINA GOVERNO,DESTAQUE,KLB,2022,Jan,28,Fri,19,15,36
64,JN,RESULTADO CONTAS,ARTE,x,2022,Jan,28,Fri,19,52,41
65,JN,RESULTADO CONTAS,ARTE,x,2022,Jan,28,Fri,20,4,30
66,JN,RESULTADO CONTAS,ARTE,x,2022,Jan,28,Fri,19,59,2
0,DF1,FALTA,MAPA,x,2022,Jan,29,Sat,10,52,8
1,DF1,FEIRA,FOTO,x,2022,Jan,29,Sat,10,28,30
2,DF1,RECLAMA BARULHO,ARTE,x,2022,Jan,29,Sat,11,20,11
3,DF2,DOACAO MATERIAL ESCOLAR,MAPA,x,2022,Jan,29,Sat,17,47,15
4,DF2,DOACAO MATERIAL ESCOLAR,MAPA,x,2022,Jan,29,Sat,18,44,5
5,DF2,TIRO,DESTAQUE,x,2022,Jan,29,Sat,17,13,14
6,GNEWS,CARTA,x,x,2022,Jan,29,Sat,13,10,6
0,BDDF,CASOS DE DENGUE DF,x,x,2022,Jan,30,Sun,16,34,52
1,BDDF,CASOS DE DENGUE DF,x,x,2022,Jan,30,Sun,18,7,44
2,BDDF,CASOS DE DENGUE SOBRADINHO,x,x,2022,Jan,30,Sun,16,33,29
3,BDDF,CASOS DE DENGUE SOBRADINHO,x,x,2022,Jan,30,Sun,18,8,35
4,BDDF,VARIANTE OMICRON,ARTE,x,2022,Jan,30,Sun,23,19,17
5,BDDF,VARIANTE OMICRON,ARTE,x,2022,Jan,30,Sun,23,18,41
6,BDDF,VARIANTE OMICRON,ARTE,x,2022,Jan,30,Sun,23,18,6
7,BDDF,VARIANTE OMICRON,ARTE,x,2022,Jan,30,Sun,23,17,31
8,GNEWS,PRE-CANDIDATOS,x,x,2022,Jan,30,Sun,17,45,6
9,GNEWS,PRE-CANDIDATOS,x,x,2022,Jan,30,Sun,18,12,19
10,GNEWS,PRE-CANDIDATOS,x,x,2022,Jan,30,Sun,17,56,36
11,GNEWS,PRE-CANDIDATOS,x,x,2022,Jan,30,Sun,17,45,22
12,GNEWS,PRE-CANDIDATOS,x,x,2022,Jan,30,Sun,17,41,15
13,GE,AGENDA,x,x,2022,Jan,30,Sun,19,9,8
14,GE,AGENDA,x,x,2022,Jan,30,Sun,19,8,52
15,GE,AGENDA,x,x,2022,Jan,30,Sun,19,8,29
