,PRODUÇÃO,RETRANCA,TIPO,ARTISTA,ANO,MÊS,DIA,SEMANA,HORA,MINUTOS,SEGUNDOS
43,GNEWS,JOGO,x,x,2022,Feb,1,Tue,20,48,18
44,GNEWS,RELATORIO OBSERVATORIO DO CLIMA,DESTAQUE,x,2022,Feb,1,Tue,12,53,43
45,GNEWS,RELATORIO OBSERVATORIO DO CLIMA,DESTAQUE,x,2022,Feb,1,Tue,13,1,7
46,H1,FOTO BOLSONARO,FOTO,x,2022,Feb,1,Tue,21,59,26
47,JH,CENSO ESCOLAR,ARTE,KMB,2022,Feb,1,Tue,11,53,14
48,JH,CENSO ESCOLAR,ARTE,KMB,2022,Feb,1,Tue,12,2,8
49,JH,COMPRA CORONAVAC,ARTE,x,2022,Feb,1,Tue,12,43,43
50,GE,ANO JUDICIARIO,ARTE,x,2022,Feb,1,Tue,17,30,36
0,BDBR,ECONOMIA,ARTE,x,2022,Feb,2,Wed,22,4,47
1,BDBR,ECONOMIA,DISPLAY,x,2022,Feb,2,Wed,22,41,28
2,BDBR,ECONOMIA,DISPLAY,x,2022,Feb,2,Wed,22,5,4
3,BDBR,ECONOMIA,DISPLAY,x,2022,Feb,2,Wed,23,3,15
4,BDBR,SEM DISPLAY,DISPLAY,x,2022,Feb,2,Wed,23,11,25
5,BDBR,NUMEROS,x,x,2022,Feb,2,Wed,22,48,58
6,BDBR,NUMEROS,x,x,2022,Feb,2,Wed,22,49,9
7,BDDF,ADOTE UMA PARADA,ARTE,x,2022,Feb,2,Wed,22,26,55
8,BDDF,DENGUE,x,x,2022,Feb,2,Wed,22,36,18
9,BDDF,DENGUE,x,x,2022,Feb,2,Wed,22,36,34
10,BDDF,DENGUE,x,x,2022,Feb,2,Wed,22,36,7
11,BDDF,DESEMPREGO,ARTE,x,2022,Feb,2,Wed,23,57,0
12,BDDF,FATO OU FAKE,x,x,2022,Feb,2,Wed,17,49,24
13,BDDF,FATO OU FAKE,x,x,2022,Feb,2,Wed,17,49,56
14,BDDF,Feminicidio,x,x,2022,Feb,2,Wed,23,43,12
15,BDDF,NOTA,x,x,2022,Feb,2,Wed,22,56,32
16,BDDF,NOTA,x,x,2022,Feb,2,Wed,23,37,11
17,BDDF,PARCELAMENTOS DE DIVIDAS,x,x,2022,Feb,2,Wed,23,2,37
18,BDDF,PROVA DE VIDA,ARTE,x,2022,Feb,2,Wed,21,13,2
19,BDDF,SALARIOS,ARTE,x,2022,Feb,2,Wed,23,51,54
20,DF1,DEPUTADO FEBRE,DESTAQUE,x,2022,Feb,2,Wed,10,19,52
21,DF1,FOTOS,FOTO,x,2022,Feb,2,Wed,11,21,38
22,DF1,OCUPACAO LEITOS,DESTAQUE,x,2022,Feb,2,Wed,9,58,4
23,DF1,OCUPACAO LEITOS,DESTAQUE,x,2022,Feb,2,Wed,10,3,59
24,DF1,OPERACAO TCDF,ARTE,x,2022,Feb,2,Wed,10,54,14
25,DF1,PERG AO DOUTOR,ARTE,x,2022,Feb,2,Wed,9,30,13
26,DF1,SOL NASCENTE,ARTE,KMB,2022,Feb,2,Wed,10,26,32
27,DF1,SOL NASCENTE,ARTE,KMB,2022,Feb,2,Wed,10,27,38
28,DF1,SOL NASCENTE,ARTE,KMB,2022,Feb,2,Wed,10,30,42
29,DF1,SOL NASCENTE,ARTE,KMB,2022,Feb,2,Wed,12,44,49
30,DF2,AUDIENCIA CUSTODIA,DESTAQUE,KLB,2022,Feb,2,Wed,16,40,7
31,DF2,AUDIENCIA CUSTODIA,DESTAQUE,KLB,2022,Feb,2,Wed,16,48,3
32,DF2,AUDIENCIA CUSTODIA,DESTAQUE,KLB,2022,Feb,2,Wed,17,6,58
33,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,2,Wed,17,20,35
34,GE,SELO,x,PHB,2022,Feb,2,Wed,16,42,41
35,GNEWS,ABONO SALARIAL PIS PASEP,ARTE,KMB,2022,Feb,2,Wed,11,3,56
36,GNEWS,MOVIMENTACOES PARTIDARIAS,ARTE,x,2022,Feb,2,Wed,20,34,9
37,GNEWS,MOVIMENTACOES PARTIDARIAS,ARTE,x,2022,Feb,2,Wed,21,36,11
38,GNEWS,MOVIMENTACOES PARTIDARIAS,ARTE,x,2022,Feb,2,Wed,20,26,39
39,GNEWS,PF BOLSO VAZAMENTO,DESTAQUE,x,2022,Feb,2,Wed,12,26,58
40,GNEWS,PIS PASEP,ARTE,KMB,2022,Feb,2,Wed,10,55,21
41,GNEWS,RAIO X ,ARTE,x,2022,Feb,2,Wed,18,4,47
42,GNEWS,TELAO,TELA,x,2022,Feb,2,Wed,21,42,7
43,GNEWS,TELAO,TELA,x,2022,Feb,2,Wed,21,14,48
44,GNEWS,TELAO,TELA,x,2022,Feb,2,Wed,21,48,6
45,GNEWS,TELAO,TELA,x,2022,Feb,2,Wed,22,4,29
46,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,2,Wed,12,54,8
47,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,2,Wed,13,0,47
48,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,2,Wed,13,30,39
49,JH,INQUERITO BOLSONARO,DESTAQUE,KMB,2022,Feb,2,Wed,13,4,25
50,JH,LINHAS DE TRANSMISSAO,MAPA,IRB,2022,Feb,2,Wed,10,38,39
51,JH,LINHAS DE TRASMINSSAO,MAPA,KMB,2022,Feb,2,Wed,10,31,21
52,JH,PROVA DE VIDA,ARTE,x,2022,Feb,2,Wed,12,57,10
53,JH,PROVA DE VIDA,ARTE,x,2022,Feb,2,Wed,13,20,59
54,JH,PROVA DE VIDA,ARTE,x,2022,Feb,2,Wed,13,29,38
55,JH,PROVA DE VIDA,DESTAQUE,x,2022,Feb,2,Wed,12,0,4
56,JH,PROVA DE VIDA,DESTAQUE,x,2022,Feb,2,Wed,11,59,53
57,JN,CENSO ESCOLAR,ARTE,x,2022,Feb,2,Wed,19,15,41
58,JN,CENSO ESCOLAR,ARTE,x,2022,Feb,2,Wed,19,19,0
59,GE,CENSO ESCOLAR,x,x,2022,Feb,2,Wed,20,12,11
60,JN,PROVA,ARTE,x,2022,Feb,2,Wed,19,56,25
61,JN,PROVA,ARTE,x,2022,Feb,2,Wed,19,58,50
0,BDBR,SEM DISPLAY,DISPLAY,x,2022,Feb,3,Thu,7,43,2
1,BDBR,PROVA DE VIDA,ARTE,x,2022,Feb,3,Thu,7,6,23
2,BDBR,PROVA DE VIDA,ARTE,x,2022,Feb,3,Thu,8,7,10
3,BDBR,PROVA DE VIDA,DESTAQUE,KMB,2022,Feb,3,Thu,7,8,7
4,BDBR,PROVA DE VIDA,DESTAQUE,KMB,2022,Feb,3,Thu,7,11,50
5,BDDF,JUROS ALTOS,x,x,2022,Feb,3,Thu,0,21,37
6,BDDF,JUROS GRAFICO,GRAFICO,x,2022,Feb,3,Thu,0,21,42
7,BDDF,AGENCIA BRASILIA,DESTAQUE,x,2022,Feb,3,Thu,21,34,51
8,BDDF,AGENCIA BRASILIA,DESTAQUE,x,2022,Feb,3,Thu,20,50,40
9,BDDF,COVID,DESTAQUE,x,2022,Feb,3,Thu,23,46,33
10,BDDF,COVID,GRAFICO,x,2022,Feb,3,Thu,23,22,16
11,BDDF,CRIMES,ARTE,x,2022,Feb,3,Thu,22,20,43
12,BDDF,CRIMES,ARTE,x,2022,Feb,3,Thu,22,21,3
13,BDDF,CRIMES,ARTE,x,2022,Feb,3,Thu,22,21,14
14,BDDF,DESEMPREGO,ARTE,x,2022,Feb,3,Thu,23,58,59
15,BDDF,ESTATUTO PACIENTES CANCER,ARTE,x,2022,Feb,3,Thu,22,15,38
16,BDDF,FEMINICIDIOS,ARTE,x,2022,Feb,3,Thu,5,26,42
17,BDDF,FEMINICIDIOS,GRAFICO,x,2022,Feb,3,Thu,0,46,14
18,BDDF,PAPA ENTULHOS,ARTE,x,2022,Feb,3,Thu,6,1,7
19,BDDF,TIPOS DE CANCER,ARTE,x,2022,Feb,3,Thu,22,35,40
20,BDDF,VACINA CONTRA COVID,x,x,2022,Feb,3,Thu,19,49,3
21,DF1,DENGUE,ARTE,x,2022,Feb,3,Thu,11,40,20
22,DF1,DENGUE,MAPA,KMB,2022,Feb,3,Thu,10,43,33
23,DF1,DENGUE,MAPA,KMB,2022,Feb,3,Thu,11,33,47
24,DF1,FEMINICIDIOS,ARTE,x,2022,Feb,3,Thu,10,36,22
25,DF1,SEM TETO,MAPA,x,2022,Feb,3,Thu,11,6,46
26,DF1,SUITE TENEBRIS,ARTE,x,2022,Feb,3,Thu,11,11,10
27,DF1,SUITE TENEBRIS,ARTE,x,2022,Feb,3,Thu,12,6,36
28,DF1,SUITE TENEBRIS,DESTAQUE,x,2022,Feb,3,Thu,10,11,20
29,DF1,SUITE TENEBRIS,DESTAQUE,x,2022,Feb,3,Thu,11,39,10
30,DF1,SUITE TENEBRIS,ARTE,x,2022,Feb,3,Thu,10,9,33
31,DF1,SUITE TENEBRIS,DESTAQUE,x,2022,Feb,3,Thu,10,5,22
32,DF1,SUITE TENEBRIS,DESTAQUE,x,2022,Feb,3,Thu,10,2,45
33,DF2,BARULHO CONDOMINIO,DESTAQUE,x,2022,Feb,3,Thu,16,26,26
34,DF2,COVID,DESTAQUE,KLB,2022,Feb,3,Thu,16,42,40
35,DF2,COVID,DESTAQUE,KLB,2022,Feb,3,Thu,16,43,18
36,DF2,COVID,GRAFICO,x,2022,Feb,3,Thu,17,50,11
37,DF2,COVID,GRAFICO,x,2022,Feb,3,Thu,17,32,30
38,DF2,FALTAM PMS,ARTE,x,2022,Feb,3,Thu,17,36,35
39,DF2,MAPA,MAPA,PHB,2022,Feb,3,Thu,16,53,21
40,DF2,MAPA,MAPA,PHB,2022,Feb,3,Thu,17,42,59
41,GE,MOHAMED GALO,ARTE,KMB,2022,Feb,3,Thu,11,11,37
42,GE,SUPER COPA FEMININA,ARTE,KMB,2022,Feb,3,Thu,10,3,9
43,GNEWS,ANGOTTI,DESTAQUE,x,2022,Feb,3,Thu,15,28,45
44,GNEWS,ANGOTTI,DESTAQUE,x,2022,Feb,3,Thu,15,22,19
45,GNEWS,ANGOTTI,DESTAQUE,x,2022,Feb,3,Thu,15,25,17
46,GNEWS,ECONOMIA 2 DIGITOS,ARTE,KMB,2022,Feb,3,Thu,7,34,37
47,GNEWS,LINHAS DE TRANSMISSAO,x,KMB,2022,Feb,3,Thu,13,30,2
48,GNEWS,LINHAS DE TRASMINSSAO,MAPA,IRB,2022,Feb,3,Thu,13,8,11
49,GNEWS,LINHAS DE TRASMINSSAO,MAPA,KMB,2022,Feb,3,Thu,13,16,39
50,GNEWS,LINHAS DE TRASMINSSAO,MAPA,IRB,2022,Feb,3,Thu,13,24,19
51,GNEWS,LINHAS DE TRASMINSSAO,MAPA,KMB,2022,Feb,3,Thu,13,27,49
52,GNEWS,MPF,x,x,2022,Feb,3,Thu,18,7,32
53,GNEWS,MPF,x,x,2022,Feb,3,Thu,18,10,12
54,GNEWS,MPF,x,x,2022,Feb,3,Thu,18,16,36
55,GNEWS,MUDANCA,x,x,2022,Feb,3,Thu,21,52,58
56,GNEWS,MUDANCA,x,x,2022,Feb,3,Thu,21,52,35
57,GNEWS,MUDANCA,x,x,2022,Feb,3,Thu,21,56,53
58,JH,LINHAS DE TRASMINSSAO,MAPA,KMB,2022,Feb,3,Thu,13,12,59
59,JH,PROVA DE VIDA,ARTE,x,2022,Feb,3,Thu,11,17,53
60,JH,PROVA DE VIDA,ARTE,x,2022,Feb,3,Thu,11,52,26
61,JH,PROVA DE VIDA,DESTAQUE,KMB,2022,Feb,3,Thu,11,49,4
62,JH,PROVA DE VIDA,DESTAQUE,KMB,2022,Feb,3,Thu,11,50,42
0,BDBR,OPERAÇÕES POLICIAIS RJ,ARTE,x,2022,Feb,4,Fri,8,7,11
1,BDBR,OPERAÇÕES POLICIAIS RJ,ARTE,x,2022,Feb,4,Fri,8,8,33
2,BDBR,RADIOTERAPIA,MAPA,x,2022,Feb,4,Fri,7,22,0
3,BDDF,SALARIOS,ARTE,x,2022,Feb,4,Fri,0,0,34
4,DF1,BARULHO CHAFARIZ,DESTAQUE,x,2022,Feb,4,Fri,10,56,34
5,DF1,DECISAO CLDF,DESTAQUE,x,2022,Feb,4,Fri,9,45,34
6,DF1,DIA CANCER,ARTE,x,2022,Feb,4,Fri,11,40,3
7,DF1,DIA CANCER,ARTE,x,2022,Feb,4,Fri,11,51,58
8,DF1,FUNCIONARIS CEB,DESTAQUE,x,2022,Feb,4,Fri,22,54,0
9,DF1,FUNCIONARIS CEB,DESTAQUE,x,2022,Feb,4,Fri,22,54,9
10,DF1,FUNCIONARIS CEB,DESTAQUE,x,2022,Feb,4,Fri,22,53,55
11,DF1,MULTA PM,DESTAQUE,x,2022,Feb,4,Fri,10,14,6
12,DF2,CAMERA UNIDADE,DESTAQUE,x,2022,Feb,4,Fri,16,41,46
13,DF2,CAMERA UNIDADE,DESTAQUE,x,2022,Feb,4,Fri,14,9,15
14,DF2,COVID,DESTAQUE,x,2022,Feb,4,Fri,16,52,56
15,DF2,COVID,DESTAQUE,x,2022,Feb,4,Fri,16,50,58
16,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,4,Fri,17,3,42
17,GE,GESTAO RODOVIARIOA NOTA,DESTAQUE,x,2022,Feb,4,Fri,16,34,21
18,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,15,52,57
19,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,15,49,19
20,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,18,5,26
21,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,16,2,39
22,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,16,8,25
23,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,16,16,54
24,DF2,PRATO CHEIO,DESTAQUE,x,2022,Feb,4,Fri,16,24,36
25,DF2,SEM DIALISE,DESTAQUE,x,2022,Feb,4,Fri,16,47,18
26,DF2,SEM DIALISE,DESTAQUE,x,2022,Feb,4,Fri,16,35,9
27,GE,BOTAFOGO,FOTO,x,2022,Feb,4,Fri,12,8,8
28,GE,FLUMINENSE,ARTE,KMB,2022,Feb,4,Fri,10,24,1
29,GE,FLUMINENSE,FOTO,KMB,2022,Feb,4,Fri,9,16,58
30,GE,INSTAGRAM GABRIEL,PASSEIO,x,2022,Feb,4,Fri,10,5,27
31,GE,INTERROGACAO,ARTE,KMB,2022,Feb,4,Fri,11,41,11
32,x,TELA,TELA,x,2022,Feb,4,Fri,19,47,10
33,x,TELA,TELA,x,2022,Feb,4,Fri,19,59,41
34,GNEWS,ARTE CPI COVID novo,ARTE,x,2022,Feb,4,Fri,22,50,50
35,GNEWS,ARTE CPI COVID,ARTE,x,2022,Feb,4,Fri,22,8,4
36,GNEWS,DESTAQUE,DESTAQUE,PHB,2022,Feb,4,Fri,19,52,24
37,GNEWS,RADIOTERAPIA,MAPA,x,2022,Feb,4,Fri,10,15,50
38,GNEWS,RADIOTERAPIA,MAPA,x,2022,Feb,4,Fri,12,27,53
39,GNEWS,RELATORIO FINAL CPI COVID,x,x,2022,Feb,4,Fri,21,54,58
40,GNEWS,TWITTER FNP,x,x,2022,Feb,4,Fri,20,10,15
41,J10,CPI,x,x,2022,Feb,4,Fri,20,18,44
42,J10,CPI,x,x,2022,Feb,4,Fri,20,33,37
43,JG,PISO PROFESSORES,ARTE,x,2022,Feb,4,Fri,21,8,38
44,JH,AGU COMPROVANTE VACINAÇÃO,DESTAQUE,x,2022,Feb,4,Fri,11,9,6
45,JN,FEDERACOES,ARTE,x,2022,Feb,4,Fri,18,21,43
46,JN,FEDERACOES,ARTE,x,2022,Feb,4,Fri,19,46,18
0,BDBR,PICO OMICRON,ARTE,KMB,2022,Feb,6,Sun,21,29,14
1,BDBR,PICO OMICRON,DESTAQUE,KMB,2022,Feb,6,Sun,21,0,49
2,BDDF,CONDENA PM,DESTAQUE,KMB,2022,Feb,6,Sun,18,52,57
3,BDDF,CONDENA PM,DESTAQUE,KMB,2022,Feb,6,Sun,18,58,18
4,BDDF,HABITOS PANDEMIA,GRAFICO,KMB,2022,Feb,6,Sun,19,13,17
5,BDDF,HABITOS PANDEMIA,GRAFICO,KMB,2022,Feb,6,Sun,19,28,39
6,BDDF,ROUBO A ONIBUS,ARTE,KMB,2022,Feb,6,Sun,16,2,59
7,BDDF,ROUBO E FURTO A PEDESTRE,ARTE,KMB,2022,Feb,6,Sun,18,19,35
8,BDDF,TENTATIVA DE FEMINICIDIO,DESTAQUE,KMB,2022,Feb,6,Sun,17,52,30
9,GE,COVID,x,KMB,2022,Feb,6,Sun,16,52,29
0,BDBR,PASSEIO DOU,PASSEIO,x,2022,Feb,9,Wed,7,57,59
1,BDBR,PROJETO AGROTOXICOS,ARTE,x,2022,Feb,9,Wed,23,17,28
2,BDDF,VOLTA,x,x,2022,Feb,9,Wed,22,54,1
3,BDDF,ALTA PRECO ALIMENTOS,ARTE,x,2022,Feb,9,Wed,23,18,34
4,BDDF,BENEFICIOS PCDF,ARTE,x,2022,Feb,9,Wed,23,41,7
5,BDDF,DADOS PESQUISA,x,x,2022,Feb,9,Wed,22,37,47
6,GE,GE,x,x,2022,Feb,9,Wed,23,37,47
7,BDDF,MATRICULAS E ESCOLAS,ARTE,x,2022,Feb,9,Wed,22,58,45
8,BDDF,MATRICULAS E ESCOLAS,ARTE,x,2022,Feb,9,Wed,20,57,48
9,BDDF,QUEDA PRECO ALIMENTOS,ARTE,x,2022,Feb,9,Wed,23,7,23
10,BDDF,ROUBO,ARTE,x,2022,Feb,9,Wed,22,11,12
11,DF1,CORONAVIRUS,ARTE,x,2022,Feb,9,Wed,8,56,55
12,DF1,FAIXAS OBRIGADOS,DESTAQUE,x,2022,Feb,9,Wed,10,2,22
13,DF1,MUNICIPIO BAHIANO,MAPA,x,2022,Feb,9,Wed,10,42,30
14,DF1,NO FIM DAS CONTAS,x,x,2022,Feb,9,Wed,10,30,15
15,DF1,PORTE ARMAS,ARTE,x,2022,Feb,9,Wed,9,21,31
16,DF1,PORTE ARMAS,DESTAQUE,x,2022,Feb,9,Wed,10,31,53
17,DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,17,44
18,DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,17,44
19,DF1,PORTE ARMAS,DISPLAY,x,2022,Feb,9,Wed,11,53,42
20,DF1,PRATO CHEIO,ARTE,x,2022,Feb,9,Wed,10,44,54
21,DF1,SUSPENDE DESPEJO,DESTAQUE,x,2022,Feb,9,Wed,10,59,48
22,DF1,SUSPENDE DESPEJO,DESTAQUE,x,2022,Feb,9,Wed,11,7,31
23,DF2,CELULAR,x,PHB,2022,Feb,9,Wed,15,31,17
24,DF2,CONDENA VIZINHOS,DESTAQUE,KLB,2022,Feb,9,Wed,15,30,19
25,DF2,DESTAQUE,DESTAQUE,PHB,2022,Feb,9,Wed,16,13,32
26,DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,16,41,15
27,DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,16,40,51
28,DF2,PANDEMIA,DESTAQUE,x,2022,Feb,9,Wed,17,34,26
29,DF2,PANDEMIA,GRAFICO,x,2022,Feb,9,Wed,17,4,14
30,DF2,PANDEMIA,GRAFICO,x,2022,Feb,9,Wed,18,20,55
31,DF2,PANDEMIA,x,x,2022,Feb,9,Wed,16,35,11
32,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,39,55
33,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,11
34,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,26
35,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,40
36,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,40,55
37,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,9
38,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,23
39,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,39
40,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,41,56
41,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,42,10
42,GE,PALMEIRAS,FOTO,KMB,2022,Feb,9,Wed,11,42,25
43,GE,PALMEIRAS,ARTE,x,2022,Feb,9,Wed,10,29,35
44,GE,PALMEIRAS,ARTE,x,2022,Feb,9,Wed,11,49,12
45,GNEWS,01,x,x,2022,Feb,9,Wed,21,18,40
46,GNEWS,02,x,x,2022,Feb,9,Wed,21,18,45
47,GNEWS,03,x,x,2022,Feb,9,Wed,21,18,50
48,GNEWS,04,x,x,2022,Feb,9,Wed,21,18,55
49,GNEWS,AGROTOXICOS,x,PHB,2022,Feb,9,Wed,14,47,37
50,GNEWS,ARTE,ARTE,x,2022,Feb,9,Wed,20,56,29
51,GNEWS,ARTE,ARTE,x,2022,Feb,9,Wed,21,57,28
52,GNEWS,CREDITO ROTATIVO,ARTE,KLB,2022,Feb,9,Wed,14,36,58
53,GNEWS,CREDITO ROTATIVO,ARTE,KLB,2022,Feb,9,Wed,14,43,20
54,GNEWS,DIVISAO SERVICOS MOVEIS,ARTE,KLB,2022,Feb,9,Wed,18,50,51
55,GNEWS,DIVISAO SERVICOS MOVEIS,ARTE,KLB,2022,Feb,9,Wed,18,11,3
56,GNEWS,DIVISAO SERVICOS MOVEIS,GRAFICO,KLB,2022,Feb,9,Wed,19,6,32
57,GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,25,31
58,GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,37,59
59,GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,17,56,11
60,GNEWS,FEDERACAO,ARTE,KLB,2022,Feb,9,Wed,16,49,59
61,GNEWS,JOGO ELEITORAL BY,x,x,2022,Feb,9,Wed,21,50,40
62,GNEWS,PASSAGEIROS GRAFICO,GRAFICO,x,2022,Feb,9,Wed,12,47,48
63,GNEWS,POLITICA DE AGROTOXICOS,ARTE,KLB,2022,Feb,9,Wed,15,57,28
64,GNEWS,POLITICA DE AGROTOXICOS,ARTE,KLB,2022,Feb,9,Wed,15,51,35
65,GNEWS,PRIORIDADES DO GOVERNO,ARTE,KLB,2022,Feb,9,Wed,15,5,20
66,GNEWS,PRIORIDADES DO GOVERNO,ARTE,KLB,2022,Feb,9,Wed,15,12,47
67,GNEWS,RESTRICOES OI,ARTE,x,2022,Feb,9,Wed,17,18,23
68,GNEWS,VALIDAÇÃO,x,x,2022,Feb,9,Wed,18,59,31
69,GNEWS,VALIDAÇÃO,x,x,2022,Feb,9,Wed,19,19,17
70,H1,AGROTOXICOS,x,x,2022,Feb,9,Wed,23,4,55
71,JG,ARTE,ARTE,x,2022,Feb,9,Wed,22,56,54
72,JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,29,56
73,JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,52,45
74,JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,44,31
75,JH,AGROTOXICO,ARTE,KMB,2022,Feb,9,Wed,13,51,31
76,JH,CREDITO ROTATIVO,ARTE,x,2022,Feb,9,Wed,13,8,51
77,JH,CREDITO ROTATIVO,ARTE,x,2022,Feb,9,Wed,12,58,45
78,JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,12,19,45
79,JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,13,3,32
80,JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,12,27,30
81,JH,FEDERACOES,ARTE,x,2022,Feb,9,Wed,12,27,41
